name,color,region,link,party,marker,factor_1,factor_2
Christine Lundgaard,#e6801a,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/283-christine-lundgaard,Enhedslisten – De Rød-Grønne,Ø,5.701623002500953,0.9810463540051511
Christoffer Aagaard Melson,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/546-christoffer-aagaard-melson,"Venstre, Danmarks Liberale Parti",V,-2.24952313263482,-0.23750412977798332
Christoffer Buster Reinhardt,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/69-christoffer-buster-reinhardt,Det Konservative Folkeparti,C,-3.3595626567030057,-1.7481947639499589
Christoffer Emil Jexen,#e6801a,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/862-christoffer-emil-jexen,Enhedslisten – De Rød-Grønne,Ø,4.824748395000664,0.477187301931544
Christoffer Overgaard Munk,#3fb2be,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/333-christoffer-overgaard-munk,Liberal Alliance,I,-3.8249466854685634,-2.79285870058911
Clara Halvorsen,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/216-clara-halvorsen,Radikale Venstre,B,2.381204100466409,-2.2308589279428097
Clara Malmqvist,#3fb2be,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/983-clara-malmqvist,Liberal Alliance,I,-3.0134768592326124,-2.6381877808152625
Clara Rebecca Svarc,#5abe82,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1023-clara-rebecca-svarc,Frie Grønne,Q,4.857406183106385,-0.22748950990688482
Clara Turms,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/847-clara-turms,Enhedslisten – De Rød-Grønne,Ø,6.087118743025621,-0.030893576045256863
Claus Bedemann,#127b7f,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1006-claus-bedemann,Nye Borgerlige,D,-3.19267456063741,2.603448896464547
Claus Bruncke,#127b7f,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/196-claus-bruncke,Nye Borgerlige,D,-4.108440520796678,2.498893561268565
Claus Buch,#254264,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/503-claus-buch,"Venstre, Danmarks Liberale Parti",V,-2.0066912933808903,-0.09831129669769266
Claus Bøgh Svenningsen,#127b7f,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/159-claus-boegh-svenningsen,Nye Borgerlige,D,-4.983158891245608,2.3534724597883825
Claus Dyremose,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/79-claus-dyremose,Det Konservative Folkeparti,C,-4.102924190301486,-1.2957449079251024
Claus Gisselmann,#7896d2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/740-claus-gisselmann,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.3518020217859834,2.6870632677876714
Claus Jørgensen,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/395-claus-joergensen,SF - Socialistisk Folkeparti,F,4.702986293275319,0.7935140344907442
Claus Willén,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/349-claus-willen,Liberal Alliance,I,-3.8826503655173332,-0.9084325424724246
Dan Foss Kragh,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/145-dan-foss-kragh,Det Konservative Folkeparti,C,-4.959724002223908,-1.006452712125049
Dan Jørgensen,#a82721,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/795-dan-joergensen,Socialdemokratiet,A,1.289433850979081,0.73798541402442
Daniel Nyboe Andersen,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/217-daniel-nyboe-andersen,Radikale Venstre,B,2.5362150401670953,-2.1502251869674383
Daniel Pinderup,#127b7f,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/840-daniel-pinderup,Nye Borgerlige,D,-4.419202824295835,2.2437071476525943
Daniel Toft Jakobsen,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/765-daniel-toft-jakobsen,Socialdemokratiet,A,1.5200781170281359,0.08807710179824103
Daniel Tomicic,#5abe82,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/657-daniel-tomicic,Frie Grønne,Q,4.479161386598449,-0.5578346464483307
Danny Malkowski,#3fb2be,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/836-danny-malkowski,Liberal Alliance,I,-3.564986547092454,-2.217324063456437
Danny Rosenkilde,#eac73e,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/633-danny-rosenkilde,Dansk Folkeparti,O,-1.3590519112413362,3.277320563116384
David Dam Jensen,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/680-david-dam-jensen,SF - Socialistisk Folkeparti,F,5.105614298038646,0.8504299889335991
David Ibsen,#3fb2be,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/339-david-ibsen,Liberal Alliance,I,-2.856397764667141,-2.2325463362300093
David Rønne,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/850-david-roenne,Enhedslisten – De Rød-Grønne,Ø,5.554841539894937,0.8531167355619866
David Rørmose,#b48cd2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/627-david-roermose,Moderaterne,M,0.3572686981022145,-0.27876251200884233
Denise Rostgaard,#127b7f,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/162-denise-rostgaard,Nye Borgerlige,D,-3.8500092701771305,2.968083573621114
Dennis Flydtkjær,#7896d2,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/717-dennis-flydtkjaer,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.1336477644399436,2.6957372501633907
Diana-Ester Brandt Eriksen,#96b226,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/77-diana-ester-brandt-eriksen,Det Konservative Folkeparti,C,-2.0634144408883213,1.6831041765270847
Didde Krabbe Johannesen,#2b8738,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/18-didde-krabbe-johannesen,Alternativet,Å,2.9540793178147173,-1.4933669556366862
Dina Mofidi,#b48cd2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/585-dina-mofidi,Moderaterne,M,-0.7291564507619028,-1.650517461345218
Dina Myrup Raabjerg,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/127-dina-myrup-raabjerg,Det Konservative Folkeparti,C,-2.092418142318508,-0.750721967885569
Ditte Elisabeth Kryger Wedege,#3fb2be,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/327-ditte-elisabeth-kryger-wedege,Liberal Alliance,I,-2.6749351184926193,-1.7845374644781666
Ditte Madvig Evald,#2b8738,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/6-ditte-madvig-evald,Alternativet,Å,4.759049270862242,-0.38109180122150704
Ditte Rust,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/533-ditte-rust,"Venstre, Danmarks Liberale Parti",V,-3.080032272915233,-1.1388312588219238
Dorte M. Nielsen,#e07ea8,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/681-dorte-m-nielsen,SF - Socialistisk Folkeparti,F,3.15450258715671,0.8216653152598496
Dorthe Hecht,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/851-dorthe-hecht,Enhedslisten – De Rød-Grønne,Ø,2.989365539638197,1.2271160014900255
Dorthe Hindborg,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/813-dorthe-hindborg,Socialdemokratiet,A,2.4828122432985307,1.198900583273231
Dorthe Kerschus,#733280,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/218-dorthe-kerschus,Radikale Venstre,B,0.3327508377017729,-1.1769639530049611
Dorthe Schmittroth,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/148-dorthe-schmittroth-madsen,Det Konservative Folkeparti,C,-1.3138838032545004,-2.5858689701069797
Dorthe Wildt Nielsen,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/835-dorthe-wildt-jensen,Liberal Alliance,I,-3.6321746817521645,-2.257121135843616
Edris Qasimi,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/219-edris-qasimi,Radikale Venstre,B,2.421835539898654,-3.161311603431613
Egil Fabritius Hulgaard,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/74-egil-fabritius-hulgaard,Det Konservative Folkeparti,C,-3.0052294396771124,-0.863099749206963
Elise Bjerkrheim,#5abe82,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/655-elise-bjerkrheim,Frie Grønne,Q,5.29230971031475,-0.7946618959828834
Ellen Emilie,#b48cd2,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/586-ellen-mindegaard-mullertz,Moderaterne,M,0.6752200698357715,-2.6596071314986007
Emil Holbech Hansen,#96b226,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/125-emil-holbech-hansen,Det Konservative Folkeparti,C,-4.391213597599058,1.2412421383530705
Emil Samaras,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/848-emil-samaras,Enhedslisten – De Rød-Grønne,Ø,3.510678566927354,0.48737973647878996
Emil Ulrik Andersen,#e6801a,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/861-emil-ulrik-andersen,Enhedslisten – De Rød-Grønne,Ø,3.4523818741733745,-0.7033933424288713
Emilie Normann,#733280,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/220-emilie-normann,Radikale Venstre,B,1.7245202875643777,-1.9152765510958871
Emma Juul Hansen,#96b226,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/117-emma-juul-hansen,Det Konservative Folkeparti,C,-4.065253582623996,-1.3758741134500279
Emma Thorup Jacobsen,#e07ea8,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/682-emma-thorup-jacobsen,SF - Socialistisk Folkeparti,F,4.49028336689906,0.057410462660643105
Erik Poulsen,#7896d2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/978-erik-poulsen,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-0.5029085428862894,-0.030742283933442863
Erik Veje Rasmussen,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/960-erik-veje-rasmussen,"Venstre, Danmarks Liberale Parti",V,-1.3111902311227726,-0.7288297475680913
Erling Bonnesen,#254264,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/494-erling-bonnesen,"Venstre, Danmarks Liberale Parti",V,-2.5942704515489288,-0.05732710247272148
Erling Præstekjær,#eac73e,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1069-erling-praestekjaer,Dansk Folkeparti,O,-2.2991326718889282,3.5236805515211533
Esben Frette Johnsen,#8b8474,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/946-esben-frette-johnsen,Kristendemokraterne,K,1.6394341420056642,-1.5884002737887046
Esra Ocak,#5abe82,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/668-esra-ocak,Frie Grønne,Q,4.554611845481748,-1.1599487998494489
Ester Esmarch,#8b8474,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/931-ester-esmarch,Kristendemokraterne,K,0.6266506885097874,-0.7186122114266784
Eva Guldfred,#8b8474,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/924-eva-guldfred,Kristendemokraterne,K,-0.7891830873069072,-0.05539082351689808
Eva Kjer Hansen,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/547-eva-kjer-hansen,"Venstre, Danmarks Liberale Parti",V,-2.988265250657594,-0.20758116253755804
Fie Thorsted Hækkerup,#a82721,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/780-fie-thorsted-haekkerup,Socialdemokratiet,A,1.2500061802478668,2.0057048625519562
Finn Andersen,#8b8474,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/936-finn-andersen,Kristendemokraterne,K,-0.12979992259242787,0.36899521866534735
Flemming Møller Mortensen,#a82721,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/781-flemming-moeller-mortensen,Socialdemokratiet,A,2.726659440391185,0.19823532921160786
Flemming Sørensen,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/300-flemming-soerensen,Liberal Alliance,I,-3.3896596490884523,-1.1854824151702552
Franciska Rosenkilde,#2b8738,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/36-franciska-rosenkilde,Alternativet,Å,4.072076220232689,-1.0315962574618514
Frank Sørensen,#eac73e,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/635-frank-soerensen,Dansk Folkeparti,O,-1.4484874764584816,2.522388835208373
Frederik Aagaard Sørensen,#733280,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/222-frederik-aagaard-soerensen,Radikale Venstre,B,1.438708209049397,-1.6302598844724667
Frederik Bloch Münster,#96b226,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/143-frederik-bloch-munster,Det Konservative Folkeparti,C,-3.8993409231613767,0.9870463079043228
Frederik Enevoldsen,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/773-frederik-valdemar-broendahl-enevoldsen,Socialdemokratiet,A,1.5086830150055746,1.9204338060610353
Frederik Gottenborg Jacobsen,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/314-frederik-gottenborg-jacobsen,Liberal Alliance,I,-3.52602231288896,-1.8657836430955888
Frederik Grünfeld,#3fb2be,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/297-frederik-grunfeld,Liberal Alliance,I,-4.209367245986614,-1.8295748249988164
Frederik Vad,#a82721,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/815-frederik-vad-nielsen,Socialdemokratiet,A,-1.8750104309262592,3.101648833820431
Frederikke Noa Jung,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/100-frederikke-noa-jung,Det Konservative Folkeparti,C,-4.152232515984617,-1.0966272430202126
Freya Luna,#b48cd2,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/589-freya-luna,Moderaterne,M,-0.8883298866344363,-1.3441568127711387
Frida Vyff Bruun,#b48cd2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/973-frida-vyff-bruun,Moderaterne,M,1.6331561266612327,-0.9834148685088193
Frits Simmelsgaard Kristensen,#8b8474,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/943-frits-simmelsgaard-kristensen,Kristendemokraterne,K,-1.2058750797825628,-1.737950755390536
Gert Løfgren,#eac73e,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/636-gert-loefgren,Dansk Folkeparti,O,-0.9431270123366615,3.503226580541485
Githa Nelander,#127b7f,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/169-githa-nelander,Nye Borgerlige,D,-4.955076860599517,1.7094203557200973
Gitte Terp Henriksen,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/684-gitte-terp-henriksen,SF - Socialistisk Folkeparti,F,4.144316059945462,1.614220653285157
Gitte Willumsen,#96b226,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/129-gitte-willumsen,Det Konservative Folkeparti,C,-4.571853533927482,0.16187679679362318
Gunnar Bjørn Thomsen,#8b8474,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/910-gunnar-bjoern-thomsen,Kristendemokraterne,K,1.1637169722297303,-1.8664875288624332
Gunner Poulsen,#e07ea8,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/409-gunner-kjerulf-poulsen,SF - Socialistisk Folkeparti,F,4.28976579645033,0.7261733669121614
Gunvor Wibroe,#a82721,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/823-gunvor-wibroe,Socialdemokratiet,A,2.904763492746994,-0.11616325254316064
Gustav Juul,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1012-gustav-juul,"Venstre, Danmarks Liberale Parti",V,-3.466066019033981,-1.342462510008193
H.C. Molbech,#2b8738,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/24-hc-molbech,Alternativet,Å,3.508470270718479,-1.302481134779196
H.P. Beck,#3fb2be,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/352-hp-beck,Liberal Alliance,I,-3.435837593266668,-1.408407651847494
Halima El Abassi,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/831-halima-el-abassi,Socialdemokratiet,A,1.251787207047369,0.8325182754530089
Halime Oguz,#e07ea8,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/371-halime-oguz,SF - Socialistisk Folkeparti,F,3.774444564674551,1.0999739780766744
Hanna-Maria Smed Molte Lyng,#8b8474,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/925-hanna-maria-smed-molte-lyng,Kristendemokraterne,K,-1.2587104641031837,-0.6791549320321706
Hanne Bjørn,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/108-hanne-bjoern,Det Konservative Folkeparti,C,-3.417205394375315,-1.8406690516097846
Hanne Ringgaard Møller,#733280,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/223-hanne-ringgaard-moeller,Radikale Venstre,B,1.561121993749196,-0.44762567729594377
Hanne Roed,#733280,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/224-hanne-roed,Radikale Venstre,B,1.4470833398049336,-1.637564919087396
Hans Andersen,#254264,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/526-hans-andersen,"Venstre, Danmarks Liberale Parti",V,-3.0218938727882683,-0.3567771985671587
Hans Christian Hidalgo Wullf,#b48cd2,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/972-hans-christian-hidalgo-wullf,Moderaterne,M,-0.7744886426417735,-2.0598013251264233
Hans Christian Schmidt,#254264,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/548-hans-christian-schmidt,"Venstre, Danmarks Liberale Parti",V,-2.389551185808418,0.021880125090591552
Hans Fonsbøl,#2b8738,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/3-hans-fonsboel,Alternativet,Å,3.5004633895918706,-0.9008218527703687
Hans Kristian Skibby,#7896d2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/720-hans-kristian-skibby,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-2.197497626483515,2.6531691663254455
Hans-Christian Gjerlevsen,#127b7f,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/177-hans-christian-gjerlevsen,Nye Borgerlige,D,-4.755848488779333,2.166829055585172
Hediye Temiz,#733280,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/225-hediye-temiz,Radikale Venstre,B,2.997591148899839,-2.482868030257665
Heidi Bank,#254264,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/569-heidi-bank,"Venstre, Danmarks Liberale Parti",V,-2.8481075481578735,-0.5893248674772801
Heidi Printzen,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/96-heidi-printzen,Det Konservative Folkeparti,C,-3.586014081190946,-2.1312696991999185
Helena Artmann Andresen,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/305-helena-artmann-andresen,Liberal Alliance,I,-3.4096204889816204,-2.4265237995513815
Helene Hellesøe Appel,#e6801a,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/903-helene-hellesoee-appel,Enhedslisten – De Rød-Grønne,Ø,5.167296034879467,1.3170355075822766
Helene Liliendahl Brydensholt,#2b8738,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/47-helene-liliendahl-brydensholt,Alternativet,Å,4.0971520724946835,-0.8864957026989355
Helge Bo Jensen,#e6801a,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/854-helge-bo-jensen,Enhedslisten – De Rød-Grønne,Ø,4.206342377650928,2.0764766773560206
Helle Bonnesen,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/56-helle-bonnesen,Det Konservative Folkeparti,C,-1.919972727011516,-1.7403720194851309
Helle Jensen,#3fb2be,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/980-helle-jensen,Liberal Alliance,I,-2.9528499413387586,-2.5064534388762647
Helle Jønch,#96b226,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/58-helle-joench,Det Konservative Folkeparti,C,-4.76691800977337,0.3667604636562186
Helle Laursen Petersen,#96b226,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/89-helle-laursen-petersen,Det Konservative Folkeparti,C,-4.618716375212952,-0.9579515268630514
Helle Wium,#2b8738,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/999-helle-wium,Alternativet,Å,3.046440424158851,-1.1688482618697704
Henning Østergaard-Christensen,#8b8474,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/919-henning-oestergaard-christensen,Kristendemokraterne,K,-0.8509223707347733,0.26149525669528256
Henriette Ergemann,#127b7f,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/956-henriette-ergemann,Nye Borgerlige,D,-4.755848488779333,2.166829055585172
Henriette Søvind,#96b226,Bornholms Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/76-henriette-soevind,Det Konservative Folkeparti,C,-1.6615792448116478,0.5695910686774768
Henrik Boye,#2b8738,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/28-henrik-boye,Alternativet,Å,4.472269467355905,0.38839213334619127
Henrik Buchhave,#254264,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1013-henrik-buchhave,"Venstre, Danmarks Liberale Parti",V,-1.9295947482656044,0.2624471528974026
Henrik Dahl,#3fb2be,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/303-henrik-dahl,Liberal Alliance,I,-3.882034498197796,-0.8699960939060564
Henrik Engelbrekt Refshauge,#8b8474,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/953-henrik-engelbrekt-refshauge,Kristendemokraterne,K,1.126042182288996,0.005971369998893274
Henrik Frandsen,#b48cd2,Sydjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/625-henrik-frandsen,Moderaterne,M,-0.6628714207583103,-1.3274955365063221
Henrik Hjortshøj,#8b8474,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/950-henrik-hjortshoej,Kristendemokraterne,K,-0.9832052415218098,-1.192616728423132
Henrik Møller,#a82721,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/777-henrik-moeller,Socialdemokratiet,A,2.099204317389053,0.44942061380869125
Henrik Rejnholt Andersen,#b48cd2,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/590-henrik-rejnholdt-andersen,Moderaterne,M,-0.8244033612185219,-1.9206394467546621
Henrik Sørensen,#96b226,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/98-henrik-soerensen,Det Konservative Folkeparti,C,-3.8895527335549036,-2.149916028715099
Henrik Tørnqvist Lauridsen,#127b7f,Fyns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/976-henrik-toernqvist-lauridsen,Nye Borgerlige,D,-3.6480304296025037,2.4638170176677248
Hikmet Altun,#733280,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/226-hikmet-altun,Radikale Venstre,B,1.789143336993404,-0.37785070258120734
Hira Nadeem,#3fb2be,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/345-hira-nadeem,Liberal Alliance,I,-2.3511260331806185,-3.2570318795218034
Ib Bjerregaard,#254264,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/558-ib-bjerregaard,"Venstre, Danmarks Liberale Parti",V,-2.4254364403922524,0.06571796672525916
Iben Kiilerich Krog,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/534-iben-kiilerich-krog,"Venstre, Danmarks Liberale Parti",V,-2.166217712846668,-0.2912367892698611
Iben Kirstine Parmann,#5abe82,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/1020-iben-kirstine-parmann,Frie Grønne,Q,5.212809645061422,-0.10919977298771989
Iben Sønderup,#a82721,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/804-iben-soenderup,Socialdemokratiet,A,1.8222958813902688,1.8037362329521716
Ibrahim Benli,#e6801a,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/285-ibrahim-benli,Enhedslisten – De Rød-Grønne,Ø,5.71316416716948,0.5406716561387589
Ida Auken,#a82721,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/816-ida-margrete-meier-auken,Socialdemokratiet,A,3.006289023191136,-0.3433131200228135
Inge Jensen,#8b8474,Vestjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/922-inge-jensen,Kristendemokraterne,K,-0.4714961895889796,-1.3359675161750046
Inger Støjberg,#7896d2,Nordjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/712-inger-stoejberg,Danmarksdemokraterne ‒ Inger Støjberg,Æ,-3.2560571198203188,2.8254381853198804
Inger-Marie Tryde,#127b7f,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/186-inger-marie-tryde,Nye Borgerlige,D,-4.5505212704636895,2.939928685992672
Irina Bjørnø,#2b8738,Københavns Omegns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/54-irina-bjoernoe,Alternativet,Å,1.3067512166811903,-1.0129142844976209
Isabella Arendt,#96b226,Østjyllands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/106-isabella-arendt-vlasman,Det Konservative Folkeparti,C,-3.538172719364347,-1.7567854408573909
Jacob Bang,#8b8474,Københavns Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/938-jacob-bang,Kristendemokraterne,K,-0.9047329629206378,-2.400518994312017
Jacob Jensen,#254264,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/535-jacob-jensen,"Venstre, Danmarks Liberale Parti",V,-3.7115620465014407,0.5574080137607085
Jacob Mark,#e07ea8,Sjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/396-jacob-mark,SF - Socialistisk Folkeparti,F,4.238157823388341,1.2887650150793255
Jacob Netteberg,#733280,Nordsjællands Storkreds,https://www.altinget.dk/kandidattest/FT22/profil/227-jacob-netteberg,Radikale Venstre,B,1.0368443469064381,-3.0183868345489735
